"id";"unique_id";"name";"strasse_nr";"plz";"art";"angebot";"lieferung";"beschreibung_lieferangebot";"selbstabholung";"angebot_selbstabholung";"fon";"w3";"mail";"montag";"dienstag";"mittwoch";"donnerstag";"freitag";"samstag";"sonntag"
"1599";"548";"Pangolino Fitness";"Emser Straße 60";"12051";"Mode / Bekleidung";"Pangolino Fitness ist der Onlineshop für faire und umweltfreundliche Sportmode, plastikfreie Naturkosmetik und Zubehör für Essen und Trinken beim Sport und unterwegs.";"WAHR";"Wir liefern Deutschland und Europaweit.";"WAHR";"Bestellungen können nach vorheriger Terminvereinbarung kontaktlos bei uns abgeholt werden.";"";"https://pangolino.de";"info@pangolino.de";"";"";"";"";"";"";""
"3183";"1087";"Nini e Pettirosso";"Selkestraße 27";"12051";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Italienische Pizza & Pasta";"FALSCH";"";"WAHR";"Pizza und Pasta können vor Ort bestellt und mitgenommen werden.";"+493068813061";"https://www.facebook.com/pages/Nini-e-Pettirosso/142700262504746";"";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00"
"3720";"1268";"Café PLUME";"Warthestraße 60";"12051";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Burger, selbstgemachte gf vegane Nachspeisen";"FALSCH";"";"WAHR";"Telefonische Bestellung und Abholung";"+493055287575";"https://www.sprachcafeplume.de";"sprachcafeplume@gmail.com";"13:00-22:00";"";"13:00-22:00";"13:00-22:00";"13:00-22:00";"11:00-22:00";"11:00-22:00"
"186";"62";"Sieben Gewürze Catering";"Glasower Straße 52";"12051";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"internationale und mediterrane Küche";"WAHR";"Wir liefern im gesamten Berliner Stadtgebiet ab einer Bestellung von 70 Euro";"WAHR";"Auf unserer Internetseite finden Sie unsere vielfältige Speisen, die Sie auch abholen können. Wir bitten darum, uns 24 Stunden vorher zu kontaktieren.";"+4917656450922";"https://www.7gewuerzecatering.de";"info@7gewuerzecatering.de";"09:00-22:00";"09:00-22:00";"09:00-22:00";"09:00-22:00";"09:00-22:00";"09:00-22:00";"09:00-22:00"
"1587";"544";"Curious Fox Bookshop";"Flughafenstraße 22";"12053";"Buchhandlung";"Englisch- und Deutschsprachige Bücher. Heute bestellt, morgen da!";"WAHR";"Kostenlose Lieferung in Neukölln 12053, 12049, 12043, 12045, 12047 & Kreuzberg 10967, 10961, 10965.";"WAHR";"Bestellungen zum Abholen müssen uns spätestens bis 16:00 Uhr am vorherigen Tag erreichen und können Mo - Sa zwischen 14:30 und 15:30 abgeholt werden.";"+493052664791";"https://curiousfoxbooks.com/";"info@curiousfoxbooks.com";"14:30-15:30";"14:30-15:30";"14:30-15:30";"14:30-15:30";"14:30-15:30";"14:30-15:30";""
"2103";"718";"TiDis, der Tintendiscounter Berlin";"Neckarstraße 5";"12053";"Bürobedarf";"PC & Druckerreparatur - EDV Zubehör wie Druckerpatronen, Lasertoner und Druckertinte";"WAHR";"Wir liefern Europaweit";"WAHR";"Bei uns finden Sie alles an Futter für Ihren Drucker, auch neu und gebrauchte Drucker führen wir im Programm. Computer und Druckerprobleme können wir direkt in unser Werkstatt für Sie lösen.";"+493068237544";"https://www.tidis.de";"info@tidis.de";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-14:00";""
"1854";"634";"TISK Speisekneipe";"Neckarstraße 12";"12053";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Klassische Berliner Küche modern interpretiert";"WAHR";"Lieferung aktuell nur in einem Radius von 2 KM. Updates finden Sie auf unseren Social Media Kanälen.";"WAHR";"Vorbestellung ist nicht nötig, beschleunigt die Abholung aber. Vorbestellung ist auf der Website, telefonisch und über die Social Media Kanäle möglich.";"+4930398200000";"https://www.tisk-speisekneipe.de/";"buero@tisk-speisekneipe.de";"";"12:00-15:00 & 17:00-20:00";"12:00-15:00 & 17:00-20:00";"12:00-15:00 & 17:00-20:00";"12:00-15:00 & 17:00-20:00";"12:00-15:00 & 17:00-20:00";"12:00-15:00 & 17:00-20:00"
"2448";"835";"Afarmerforyou";"Flughafenstraße 15";"12053";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Bio Gemüse";"WAHR";"Wir bieten Bio Boxen an";"FALSCH";"";"+4917699501990";"https://afarmerforyou.com/";"info@afarmerforyou.com";"18:00-21:30";"18:00-21:30";"18:00-21:30";"18:00-21:30";"18:00-21:30";"";""
"1575";"540";"Gastro Nazar";"Lahnstraße.33";"12055";"Anderes (bitte bei der nächsten Frage beschreiben)";"Gastro grossküchen";"WAHR";"Deutschland";"WAHR";"Von 9:00-bis 16:00";"+493068058028";"https://www.gastro-nazar.de";"info@gastro-nazar.de";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-14:00";""
"3630";"1238";"Pan Africa restaurant";"Kirchhof Straße 41,12055 Berlin";"12055";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Hi";"WAHR";"Afrikanische essen";"WAHR";"Afrikanische essen und afrikanische Getränken";"+4917661264817";"https://www.panafricaberlin.de";"info@panafricaberlin.de";"";"15:00-22:00";"15:00-22:00";"15:00-22:00";"15:00-22:00";"15:00-22:00";"15:00-22:00"
"1842";"630";"tebalou Gbr";"Lahnstraße 25";"12055";"Anderes (bitte bei der nächsten Frage beschreiben)";"Onlineshop für Kinderbücher und Spielwaren";"WAHR";"";"FALSCH";"";"+4915730436515";"https://tebalou.shop";"info@tebalou.de";"";"";"";"";"";"";""
"1341";"462";"Sweet Kitcen GmbH";"Mierstraße 7-9";"12055";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Low Carb & No Sugar Muffins, z.T. vegan";"WAHR";"Wir versenden mit DHL überallhin";"FALSCH";"";"";"https://www.sweetkitcen.de";"hello@sweetkitcen.de";"";"";"";"";"";"";""
"1872";"640";"Masken Änderungsschneiderei VN";"Karl-Marx-Straße 231";"12055";"Mode / Bekleidung";"Mund- und Nasenmasken Fertigung";"WAHR";"Handgemachte  Beihilfe Maske für 5,50€. Versand per Post";"WAHR";"Sie können die Masken Vorort abholen";"+491742115747";"";"masken.bestellung@gmail.com";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";""
"1851";"633";"Berlina Taxi und Mietwagen GmbH";"Neuköllnische Allee 128";"12057";"Anderes (bitte bei der nächsten Frage beschreiben)";"Personenbeförderung";"WAHR";"";"FALSCH";"";"+493098584840";"";"berlina-tm@gmx.de";"";"";"";"";"";"";""
"666";"227";"Machiko's  Küche";"Heinrich-Schlusnus-Straße 21";"12057";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Japanische fusion Küche";"FALSCH";"";"FALSCH";"";"+4915755176624";"https://machikosushi.strikingly.com";"ws-machiko@gmx.de";"12:00-16:00";"12:00-16:00";"12:00-16:00";"";"";"";""
"2232";"762";"nean";"Bergiusstraße 46";"12057";"Sportwaren (inkl. Fahrradgeschäfte)";"Fahrradschlösser und Fahrradbeleuchtung direkt vom Hersteller";"WAHR";"Bundesweite Lieferung";"FALSCH";"";"";"https://www.neanversand.de";"";"";"";"";"";"";"";""
"2457";"838";"Conservas Berlin";"Thiemannstraße 1, c/o Colonia Nova, Studio 2";"12059";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Feinkostgeschäft für Fischkonserven";"WAHR";"Versand und Lieferung in Berlin. Aktuelle Liefergebiete werden auf unserer Webseite veröffentlicht.";"FALSCH";"";"+4915120600648";"https://conservas.berlin";"info@conservas.berlin";"";"";"";"";"";"";""
"3525";"954";"Pecados";"Sonnenallee 127";"12059";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pasta, Chivito (Burger), Empanadas, Canelones, Chorizo, Alfajores, Getränke";"WAHR";"";"WAHR";"Einfach online bestellen und dann zur vereinbarten Uhrzeit abholen.";"+493078950854";"https://www.pecados.de";"info@pecados.de";"17:00-22:00";"17:00-22:00";"17:00-22:00";"17:00-22:00";"17:00-22:00";"17:00-22:00";"17:00-22:00"
"2763";"942";"Studio Hertzberg";"Sonnenallee 174";"12059";"Mode / Bekleidung";"nachhaltige und lokal hergestellte Mode und Produkte, upcycling Mode, temporär Masken, Schmuck, Unterwäsche";"WAHR";"Neukölln, Kreuzberg";"WAHR";"Einfach anrufen unter 0163 4360191 und wir verabreden uns :)";"+491634360191";"https://www.studiohertzberg.de";"team@studiohertzberg.de";"";"";"";"";"";"";""
"1659";"569";"Ezone Germany Trade GmbH";"Teile Straße 11-16";"12099";"Mode / Bekleidung";"Onlinehandel";"WAHR";"Amazon Ebay";"FALSCH";"";"";"";"ezone.germany@gmail.com";"10:00-18:00";"";"";"";"";"";""
"894";"310";"Amma Restaurant";"Tempelhofer Damm 214";"12099";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Indische Spezialitäten";"FALSCH";"";"WAHR";"";"+493075443366";"https://www.amma-berlin.de";"info@amma-berlin.de";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00"
"2175";"743";"Lautus Werbemittel GmbH";"Ordensmeisterstraße 30-35";"12099";"Anderes (bitte bei der nächsten Frage beschreiben)";"Bandanas (Mundschutz), Werbemittel, Schlüsselbänder, Kugelschreiber, Feuerzeuge, Textilien";"WAHR";"Deutschland + Europa";"WAHR";"Abholungen sind nach telefonischer Anmeldung zwischen 8 und 16 Uhr möglich!";"+493096067703";"https://www.lautus-shop.de";"info@lautus-shop.de";"08:00-16:00";"08:00-16:00";"08:00-16:00";"08:00-16:00";"08:00-16:00";"";""
"1158";"399";"Subway";"Tempelhofer Damm 227";"12099";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Lust auf ein Chicken Teriyaki Sub, einen Roasted Chicken Salat oder die leckersten Cookies der Welt? Dann haben wir gute Nachrichten! Alle Produkte von Subway® könnt Ihr jetzt einfach und schnell über Lieferando.de bestellen und zuhause genießen.";"WAHR";"";"WAHR";"Bestellungen zum abholen müssen bis mindestens 18:30 Uhr abgegeben werden und bis 19 Uhr abgeholt werden.";"+4917687837110";"https://www.lieferando.de/subway-tempelhofer-damm";"";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";""
"2451";"836";"Weit & Breit Handelsgesellschaft mbH";"Gottlieb-Dunkel-Straße 50-52 Halle 2 Teil 1";"12099";"Anderes (bitte bei der nächsten Frage beschreiben)";"Handel von Rest- und Sonderposten";"WAHR";"";"WAHR";"Rest- und Sonderposten aller Art";"+493031517963";"https://www.weitundbreit.com";"info@weitundbreit.com";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-13:00";""
"2265";"773";"capsule gardens";"Ringbahnstraße 39";"12099";"Blumenladen";"Terrariums, Flaschengarten, Plants, Kokedama, Pflanzen im Glass, Bonsai, Terrarien, Biotope";"WAHR";"Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht";"WAHR";"Abholen es ist möglich nur am unsere Partner-Punkt am Xberg.";"";"https://capsulegardens.com/";"";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00"
"2394";"817";"BURGER KING DEUTSCHLAND GMBH";"Tempelhofer Damm 28/30";"12101";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"https://www.burgerking.de/menu";"WAHR";"https://www.burgerking.de/menu";"WAHR";"https://www.burgerking.de/menu";"";"https://www.burgerking.de/menu";"";"";"";"";"";"";"";""
"1131";"390";"Michaelis Werkzeug-Fachhandel GmbH & Co. KG";"Boelckestraße 88";"12101";"Baumarkt";"Werkzeughandel & Reparaturwerkstatt - Service für Maschinen, UVV-Prüfungen,";"WAHR";"";"WAHR";"Das Ladengeschäft ist geöffnet von Mo-Do 7:30-16:30 Fr 7:30-15:00";"+49307862047";"https://www.michaelis-werkzeuge.de";"info@michaelis-werkzeuge.de";"07:30-16:30";"07:30-16:30";"07:30-16:30";"07:30-16:30";"07:30-15:00";"";""
"1152";"397";"Energie-Service-Zentrale Berlin-Süd";"Boelkestraße 88";"12101";"Anderes (bitte bei der nächsten Frage beschreiben)";"Energieberatung: Sparen Sie Strom & Gas-Kosten. Kostenlose Beratung&Service. Wir suchen Mitarbeiter als Nebenjob oder Vollzeit";"WAHR";"Vor Ort Beratung. Reduzierung Ihrer Energiekosten mit Preisgarantie!";"WAHR";"Energieberatung";"+493053780360";"http://www.teleson-ezbs.de";"info@teleson-ezbs.de";"07:30-16:30";"07:30-16:30";"07:30-16:30";"07:30-16:30";"07:30-15:00";"";""
"1470";"505";"Symphony Berlin";"Bayernring 29";"12101";"Anderes (bitte bei der nächsten Frage beschreiben)";"Premium Modeschmuck";"WAHR";"Lieferungen Europaweit";"FALSCH";"";"+4916095439495";"https://symphony-berlin.de";"info@symphony-berlin.de";"";"";"";"";"";"";""
"1008";"349";"FiBi electronic GmbH";"Manfred-von-Richthofen-Straße 13";"12101";"Anderes (bitte bei der nächsten Frage beschreiben)";"Einzelhandel Haushalts- und Unterhaltungselektronik";"WAHR";"Lieferung ganz Berlin";"WAHR";"Abholung 10.00-16:00";"+493078896085";"https://www.fibi24.de";"info@fibi24.de";"10:00-16:00";"10:00-16:00";"10:00-16:00";"10:00-16:00";"10:00-16:00";"";""
"3594";"1226";"Pausini - Café und Catering";"Kaiserin-Augusta-Straße 78";"12103";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Hausgemachte Frühstücks-und Lunchbags, Sandwiches, Salate, Pasta, Desserts und vegane Produkte. Außerdem bieten wir individuelle Caterings an. Wir freuen uns auf Euch!";"WAHR";"Caterings werden in Berlin-weit angeboten";"WAHR";"Ab 1. Mai könnt Ihr Euch täglich mit Pausini-Köstlichkeiten versorgen. Wir haben von 10:00 bis 16:00 Uhr für den Außer-Haus-Verkauf geöffnet.  Ihr könnt einfach vorbeikommen oder vorher bestellen | E-Mail: bestellung@pausini.de oder WhatsApp: 0177 85 93 555";"+491778593555";"https://www.pausini.de";"bestellung@pausini.de";"10:00-16:00";"10:00-16:00";"10:00-16:00";"10:00-16:00";"10:00-16:00";"10:00-16:00";"10:00-16:00"
"288";"97";"Tempio Antico";"Manteuffelstraße 5";"12103";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza, Steaks, Pasta, Burger";"WAHR";"Tempelhof";"WAHR";"";"+4975764174";"";"";"";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00"
"900";"312";"Tonsai Thairestaurant";"Kaiserin-Augusta-Straße 73";"12103";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"thailändisch traditionelle Küche";"FALSCH";"";"WAHR";"täglich 12.00 bis 19.00 Uhr für Bestellungen zum Abholen (bis spätestens 19.30 Uhr) geöffnet. Bestellungen (Vorlaufzeit ca. 30 Minuten)können telefonisch oder per Mail auch über resmio.de (Zahlung bar oder PayPal) sowie Speisekarte.de (Barzahlung) erfolgen.";"+493076007018";"https://www.tonsai-thairestaurant.de";"tonsai-thai-restaurant@gmx.de";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00"
"3561";"1215";"Nuova Mirabella";"Alt-Tempelhof 27";"12103";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza/Pasta/Fleisch/Spargel";"FALSCH";"";"WAHR";"";"+49307863701";"https://www.nuovamirabella.de";"";"12:00-18:30";"12:00-18:30";"12:00-18:30";"12:00-18:30";"12:00-18:30";"12:00-18:30";"12:00-18:30"
"1527";"524";"Wine & Waters";"Eresburgstraße 24-29";"12103";"Anderes (bitte bei der nächsten Frage beschreiben)";"Weinhandel";"WAHR";"Kostenfreie Lieferungen in Berlin und Glienicke/Nordbahn";"WAHR";"Bestellen Sie bis 15 Uhr von Mo-Fr. und Sie erhalten die Ware noch am gleichen Tag. Abholungen sind ebenfalls möglich.";"+493069566050";"https://www.wineandwaters.de";"shop@wineandwaters.de";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"";""
"2421";"826";"Rahaus Home";"Ringstraße 30-42";"12105";"Möbel";"Brandneue Messe-Highlights sind hier genauso zuhause, wie antike Einzelstücke und ausgefallene Designmöbel. Die perfekte Möbelvielfalt, für alle, die auf der Suche nach dem gewissen Extra sind.";"WAHR";"Lieferungen innerhalb Berlin sind möglich";"WAHR";"Das kontaktlose Abholen Ihrer Möbel ist möglich";"+492803800";"https://www.rahaus.de";"home@rahaus.de";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";""
"699";"238";"Café Olé in der UFA Fabrik";"Viktoriastraße 13 - 18";"12105";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Internationale bodenständige Küche";"WAHR";"Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht";"WAHR";"Bestellungen zum Abholen, am gleichen Tag, bis 17:00 Uhr,";"+493075503120";"https://www.cafeole-ufafabrik.de";"cafe-ole@ufafabrik.de";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00"
"1005";"348";"AMERICAN LIFESTYLE - US-Shop Berlin";"Attilastraße 177";"12105";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Typisch amerikanische Geschenkartikel,  Dekorationsartikel,  Original US-Food...";"FALSCH";"";"WAHR";"";"+493076007610";"https://www.us-shop-berlin.de";"info@american-style.de";"11:00-17:00";"11:00-17:00";"11:00-16:00";"11:00-17:00";"11:00-17:00";"11:00-13:00";""
"3093";"1056";"Tauern- Apotheke";"Albulaweg 29";"12107";"Gesundheit";"Tauern- Apotheke Berlin- Mariendorf  Ihre Guten-Tag-Apotheke mit Autoschalter und kostenfreiem Lieferservice im Süden von Berlin. Monatliche Angebote aus unserem Flyer „Guten- Tag“ - mit  erheblichen Preisvorteilen. Es sind zahlreiche Parkplätze vorhanden";"WAHR";"Sie bestellen! Wir liefern! Bestellungen - per Telefon: 030/7411234, - per Fax: 030/7471242, - per e-Mail: fit@tauern-apotheke.de oder - per App Rezept Direkt Download Link unter www.Tauern-Apotheke.de Bestellungen bis 15:00 Uhr werden Ihnen am gleichen Tag in";"WAHR";"";"+49307411234";"http://www.Tauern-Apotheke.de";"fit@tauern-apotheke.de";"08:00-20:00";"08:00-20:00";"08:00-20:00";"08:00-20:00";"08:00-20:00";"08:00-14:00";""
"813";"279";"Eis Hennig";"Mariendorfer Damm 143";"12107";"Anderes (bitte bei der nächsten Frage beschreiben)";"Eis";"FALSCH";"";"WAHR";"";"+49307063153";"";"";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00"
"3699";"1262";"Villa Christina";"Mariendorfer Damm 131";"12107";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"GRIECHISCHE MEDITERRANE KÜCHE. Mit einer langjährigen Erfahrung zaubert Ihnen unser Kochchef, traditionelle griechische Köstlichkeiten. Von frischen Salaten bis zu Grillgerichten für mehrere Personen, Sie finden auf unserer Speisekarte das richtige für Sie.";"WAHR";"12099,12103,12105,12107,12109,12203,12249,12277,12305,12307,12349,12359";"WAHR";"";"+493070209072";"https://www.lieferservice-berlin-villa-christina.de/";"info@lieferservice-berlin-villa-christina.de";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00"
"1401";"482";"Ihr Brötchenbursche Berlin Süd";"Forddamm 13";"12107";"Anderes (bitte bei der nächsten Frage beschreiben)";"frische Brötchen an die Haustür: Brot- und Brötchenlieferservice";"WAHR";"Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht";"FALSCH";"";"+498001015356";"https://www.broetchenbursche.de";"kontakt@broetchenbursche.de";"";"05:00-07:30";"05:00-07:30";"";"05:00-07:30";"05:00-08:30";"05:00-08:30"
"2199";"751";"Turbocheck";"Mariendorfer Damm 405";"12107";"Anderes (bitte bei der nächsten Frage beschreiben)";"Turbolader für PKW LKW DPF PDE";"WAHR";"Berlin / Brandenburg";"WAHR";"Einfach anrufen";"+493068008252";"https://turbocheck.de/";"info@turbocheck.de";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00"
"3486";"1189";"Call to Eat";"Friedenstraße 7";"12107";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza, Pasta, Burger";"WAHR";"6 KM Radius";"WAHR";"Während der Öffnungszeit";"+493031167237";"https://www.Call-toEat.de";"info@call-toeat.de";"11:00-22:45";"11:00-22:45";"11:00-22:45";"11:00-22:45";"11:00-00:45";"11:00-00:45";"11:00-22:45"
"2781";"948";"DogTap Berlin";"Im Marienpark 22";"12107";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Brauerei Restaurant mit soul food kitchen und frischen Bieren";"WAHR";"Lieferung in PLZ: 12107,12105,12109";"WAHR";"Bestellungen können am Telefon oder Vorort erfolgen";"+4930212343100";"https://www.brewdog.com/uk/locations/brewery/berlin";"dogtapberlin@brewdog.com";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-21:00";"12:00-21:00";"12:00-21:00"
"3039";"1038";"PARK - APOTHEKE";"Forddamm 6-8";"12107";"Anderes (bitte bei der nächsten Frage beschreiben)";"Arzneimittel";"WAHR";"121xx";"WAHR";"Arzneimittel Hilfsmittel";"+49307061464";"";"post@park-apotheke-mariendorf.de";"08:30-18:30";"08:30-18:30";"08:30-18:30";"08:30-18:30";"08:30-18:30";"08:30-13:30";""
"1524";"523";"Bäckerei Forddamm";"Forddamm 13";"12107";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Wir sind mit hauseigenen Backwaren, belegten Brötchen und vielen weiteren Köstlichkeiten für Sie da neu mit Lieferservice.";"WAHR";"Wir liefern in ganz Berlin Kuchen, belegte Brötchen verschiedene köstliche Salate(z.B. Cous Cous)";"WAHR";"Da wir eine Bäckerei sind kölnnen alle Köstlickeiten auch bei uns abgeholt werden";"+49307061718";"";"";"06:30-17:00";"06:30-17:00";"06:30-17:00";"06:30-17:00";"06:30-17:00";"06:30-14:00";"06:30-16:00"
"2550";"870";"Godi's GmbH/Home-Elektro.de";"Porschestraße 11-17";"12107";"Haushalt";"Onlinehandel von Elektrogeräten und Spielsachen";"WAHR";"Unsere aktuellen Liefergebiete sind auf unserer Webseite hinterlegt";"WAHR";"Selbstabholung der Ware nur nach telefonischer Rücksprache möglich: Montag - Freitag von 9.30 - 16:30 Uhr, an Feiertagen geschlossen";"+4930754493970";"https://www.home-elektro.de";"kontakt@home-elektro.de";"09:00-17:00";"";"";"";"";"";""
"3411";"1165";"frohSINN schank speisen barkultur";"Cranachstraße 39-40";"12157";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Regelmäßig und saisonal wechselnden Angebote, mit dem Fokus auf hausgemachte & frisch zubereitete regionale, aber auch internationale Speisen.";"FALSCH";"";"WAHR";"Mittwoch bis Sonntag von 16.30 Uhr - 21 Uhr";"+49308551026";"https://www.frohsinn-berlin.de";"service@frohsinn-berlin.de";"";"";"16:30-21:00";"16:30-21:00";"16:30-21:00";"16:30-21:00";"16:30-21:00"
"369";"124";"YUZU Izakaya & Sushi";"Cranachstraße 58";"12157";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Sushi, Izakaya, japanisches Fusionfood";"FALSCH";"";"WAHR";"";"+4930629341790";"http://www.yuzu-berlin.de";"hello@yuzu-berlin.de";"";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00"
"2931";"1000";"Mare e Monti";"Bismarkstraße 3";"12157";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza,Pasta,Salate,Antipasti";"FALSCH";"";"WAHR";"";"+493074004554";"";"";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"1236";"427";"Walthers Buchladen";"Bismarckstraße 71";"12157";"Buchhandlung";"Bücher, Hörbücher, Grußkarten";"WAHR";"Lieferungen per Post oder von uns persönlich nach Absprache";"WAHR";"Bestellung, Beratung und Abholung innerhalb der Öffnungszeiten";"+49308559472";"https://walthers-buchladen.de/";"service@walthers-buchladen.de";"09:30-18:30";"09:30-18:30";"09:30-18:30";"09:30-18:30";"09:30-18:30";"10:00-15:00";""
"1836";"628";"La Mezcla";"Hedwig Straße 1";"12159";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Empanadas, Quesadillas, Quiche Mediterran,  etc";"FALSCH";"";"WAHR";"Vorbestellung zum Abholen";"+4985750700";"http://la-mezcla.de";"info@la-mezcla.de";"";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00"
"1086";"375";"Fame Burger";"rheinstraße 61";"12159";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"burger Pizza vegan";"WAHR";"steglitz wilmersdorf schöneberg tempelhof lankwitz";"WAHR";"burger Pizza pasta vegan";"+491601189696";"https://fame-burger.de";"Info@fame-burger.de";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00"
"3177";"1085";"Frau Behrens Torten";"Rheinstraße 65";"12159";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kuchen, Kaffee";"FALSCH";"";"WAHR";"Abholung unseres Angebots innerhalb unserer Öffnungszeiten";"+493047012467";"https://www.gugelhupf-berlin.de";"info@gugelhupf-berlin.de";"12:00-17:00";"12:00-17:00";"12:00-17:00";"12:00-17:00";"12:00-17:00";"12:00-17:00";"12:00-17:00"
"3246";"1109";"Lula am Markt";"Lauterstraße 14";"12159";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Hausgebackenes Brot, Kuchen, Zimtrollen, Pizza, Lasagne, Salate, Curry";"FALSCH";"";"WAHR";"Bestellungen für den gleichen Tag sind von 8:30-17:45 möglich";"+493085103323";"https://www.lula-berlin.de";"ammarkt@lula-berlin.de";"08:30-18:00";"08:30-18:00";"08:30-18:00";"08:39-18:00";"08:30-18:00";"08:30-18:00";"08:30-18:00"
"2520";"860";"Storbecksche Handels GmbH";"Hauptstraße 68";"12159";"Mode / Bekleidung";"Berufsbekleidung, Praxisbedarf, Sicherheitsschuhe, Handschuhe etc";"WAHR";"";"WAHR";"rufen Sie uns an : 8512802";"+49308512802";"https://www.storbeck.com";"info@storbeck.com";"09:00-17:00";"09:00-17:00";"09:00-17:00";"09:00-17:00";"09:00-17:00";"";""
